['2021', '05', '16', '16', '37', '52']#T18.4L56.0
['2021', '05', '31', '09', '45', '40']#T14.4L74.0
['2021', '05', '31', '09', '55', '40']#T14.4L74.0
['2021', '05', '31', '10', '05', '40']#T15.2L71.0
['2021', '05', '31', '10', '15', '40']#T15.2L71.0
['2021', '05', '31', '10', '25', '40']#T15.7L70.0
['2021', '05', '31', '10', '35', '40']#T15.7L70.0
['2021', '05', '31', '10', '45', '40']#T15.9L65.0
['2021', '05', '31', '10', '55', '40']#T15.9L65.0
['2021', '05', '31', '11', '05', '40']#T16.4L62.0
['2021', '05', '31', '11', '15', '40']#T16.4L62.0
['2021', '05', '31', '11', '25', '41']#T16.9L60.0
['2021', '05', '31', '11', '35', '41']#T16.9L60.0
['2021', '05', '31', '11', '45', '41']#T17.5L59.0
['2021', '05', '31', '11', '55', '41']#T17.5L59.0
['2021', '05', '31', '12', '05', '41']#T18.0L56.0
['2021', '05', '31', '12', '15', '41']#T18.0L56.0
['2021', '05', '31', '12', '25', '41']#T18.0L57.0
['2021', '05', '31', '12', '35', '41']#T18.0L57.0
['2021', '05', '31', '12', '45', '41']#T17.7L55.0
['2021', '05', '31', '12', '55', '41']#T17.7L55.0
['2021', '05', '31', '13', '05', '41']#T18.3L56.0
['2021', '05', '31', '13', '15', '41']#T18.3L56.0
['2021', '05', '31', '13', '25', '41']#T17.7L55.0
['2021', '05', '31', '13', '35', '41']#T17.7L55.0
['2021', '05', '31', '13', '45', '41']#T18.6L53.0
['2021', '05', '31', '13', '55', '41']#T18.6L53.0
['2021', '05', '31', '14', '05', '41']#T18.8L50.0
['2021', '05', '31', '14', '15', '41']#T18.8L50.0
['2021', '05', '31', '14', '25', '41']#T19.0L49.0
['2021', '05', '31', '14', '35', '41']#T19.0L49.0
['2021', '05', '31', '14', '45', '41']#T19.7L49.0
['2021', '05', '31', '14', '55', '41']#T19.7L49.0
['2021', '05', '31', '15', '05', '41']#T19.4L46.0
['2021', '05', '31', '15', '15', '41']#T19.4L46.0
['2021', '05', '31', '15', '25', '41']#T19.6L46.0
['2021', '05', '31', '15', '35', '41']#T19.6L46.0
['2021', '05', '31', '15', '45', '41']#T19.4L46.0
['2021', '05', '31', '15', '55', '42']#T19.4L46.0
['2021', '05', '31', '16', '05', '42']#T19.6L44.0
['2021', '05', '31', '16', '15', '42']#T19.6L44.0
['2021', '05', '31', '16', '25', '42']#T19.5L45.0
['2021', '05', '31', '16', '35', '42']#T19.5L45.0
['2021', '05', '31', '16', '45', '42']#T19.6L44.0
['2021', '05', '31', '16', '55', '42']#T19.6L44.0
['2021', '05', '31', '17', '05', '42']#T19.7L44.0
['2021', '05', '31', '17', '15', '42']#T19.7L44.0
['2021', '05', '31', '17', '25', '42']#T19.5L44.0
['2021', '05', '31', '17', '35', '42']#T19.5L44.0
['2021', '05', '31', '17', '45', '42']#T19.4L43.0
['2021', '05', '31', '17', '55', '42']#T19.4L43.0
['2021', '05', '31', '18', '05', '42']#T19.4L43.0
['2021', '05', '31', '18', '15', '42']#T19.4L43.0
['2021', '05', '31', '18', '25', '42']#T19.4L43.0
['2021', '05', '31', '18', '35', '42']#T19.4L43.0
['2021', '05', '31', '18', '45', '42']#T19.3L43.0
['2021', '05', '31', '18', '55', '42']#T19.3L43.0
['2021', '05', '31', '19', '05', '42']#T19.2L43.0
['2021', '05', '31', '19', '15', '42']#T19.2L43.0
['2021', '05', '31', '19', '25', '42']#T19.1L45.0
['2021', '05', '31', '19', '35', '42']#T19.1L45.0
['2021', '05', '31', '19', '45', '42']#T18.8L45.0
['2021', '05', '31', '19', '55', '42']#T18.8L45.0
['2021', '05', '31', '20', '05', '42']#T18.4L47.0
['2021', '05', '31', '20', '15', '42']#T18.4L47.0
['2021', '05', '31', '20', '25', '43']#T17.4L52.0
['2021', '05', '31', '20', '35', '43']#T17.4L52.0
['2021', '05', '31', '20', '45', '43']#T16.4L55.0
['2021', '05', '31', '20', '55', '43']#T16.4L55.0
['2021', '05', '31', '21', '05', '43']#T15.8L56.0
['2021', '05', '31', '21', '15', '43']#T15.8L56.0
['2021', '05', '31', '21', '25', '43']#T14.9L59.0
['2021', '05', '31', '21', '35', '43']#T14.9L59.0
['2021', '05', '31', '21', '45', '43']#T14.4L61.0
['2021', '05', '31', '21', '55', '43']#T14.4L61.0
['2021', '05', '31', '22', '05', '43']#T13.8L63.0
['2021', '05', '31', '22', '15', '43']#T13.8L63.0
['2021', '05', '31', '22', '25', '43']#T13.4L64.0
['2021', '05', '31', '22', '35', '43']#T13.4L64.0
['2021', '05', '31', '22', '45', '43']#T13.2L65.0
['2021', '05', '31', '22', '55', '43']#T13.2L65.0
['2021', '05', '31', '23', '05', '43']#T12.8L66.0
['2021', '05', '31', '23', '15', '43']#T12.8L66.0
['2021', '05', '31', '23', '25', '43']#T12.5L66.0
['2021', '05', '31', '23', '35', '43']#T12.5L66.0
['2021', '05', '31', '23', '45', '43']#T12.3L67.0
['2021', '05', '31', '23', '55', '43']#T12.3L67.0
['2021', '06', '01', '00', '05', '43']#T11.8L67.0
['2021', '06', '01', '00', '15', '43']#T11.8L67.0
['2021', '06', '01', '00', '25', '43']#T11.3L69.0
['2021', '06', '01', '00', '35', '43']#T11.3L69.0
['2021', '06', '01', '00', '45', '43']#T10.9L70.0
['2021', '06', '01', '00', '55', '43']#T10.9L70.0
['2021', '06', '01', '01', '05', '44']#T10.8L70.0
['2021', '06', '01', '01', '15', '44']#T10.8L70.0
['2021', '06', '01', '01', '25', '44']#T10.8L70.0
['2021', '06', '01', '01', '35', '44']#T10.8L70.0
['2021', '06', '01', '01', '45', '44']#T10.2L72.0
['2021', '06', '01', '01', '55', '44']#T10.2L72.0
['2021', '06', '01', '02', '05', '44']#T10.0L73.0
['2021', '06', '01', '02', '15', '44']#T10.0L73.0
['2021', '06', '01', '02', '25', '44']#T9.7L75.0
['2021', '06', '01', '02', '35', '44']#T9.7L75.0
['2021', '06', '01', '02', '45', '44']#T9.4L76.0
['2021', '06', '01', '02', '55', '44']#T9.4L76.0
['2021', '06', '01', '03', '05', '44']#T9.3L76.0
['2021', '06', '01', '03', '15', '44']#T9.3L76.0
['2021', '06', '01', '03', '25', '44']#T9.4L77.0
['2021', '06', '01', '03', '35', '44']#T9.4L77.0
['2021', '06', '01', '03', '45', '44']#T9.1L77.0
['2021', '06', '01', '03', '55', '44']#T9.1L77.0
['2021', '06', '01', '04', '05', '44']#T9.0L78.0
['2021', '06', '01', '04', '15', '44']#T9.0L78.0
['2021', '06', '01', '04', '25', '44']#T8.9L79.0
['2021', '06', '01', '04', '35', '44']#T8.9L79.0
['2021', '06', '01', '04', '45', '44']#T8.7L79.0
['2021', '06', '01', '04', '55', '44']#T8.7L79.0
['2021', '06', '01', '05', '05', '44']#T8.6L80.0
['2021', '06', '01', '05', '15', '44']#T8.6L80.0
['2021', '06', '01', '05', '25', '44']#T8.4L81.0
['2021', '06', '01', '05', '35', '44']#T8.4L81.0
['2021', '06', '01', '05', '45', '45']#T8.5L81.0
['2021', '06', '01', '05', '55', '45']#T8.5L81.0
['2021', '06', '01', '06', '05', '45']#T9.0L81.0
['2021', '06', '01', '06', '15', '45']#T9.0L81.0
['2021', '06', '01', '06', '25', '45']#T9.5L79.0
['2021', '06', '01', '06', '35', '45']#T9.5L79.0
['2021', '06', '01', '06', '45', '45']#T10.3L78.0
['2021', '06', '01', '06', '55', '45']#T10.3L78.0
['2021', '06', '01', '07', '05', '45']#T11.1L78.0
['2021', '06', '01', '07', '15', '45']#T11.1L78.0
['2021', '06', '01', '07', '25', '45']#T11.8L75.0
['2021', '06', '01', '07', '35', '45']#T11.8L75.0
['2021', '06', '01', '07', '45', '45']#T13.1L74.0
['2021', '06', '01', '07', '55', '45']#T13.1L74.0
['2021', '06', '01', '08', '05', '45']#T13.8L72.0
['2021', '06', '01', '08', '15', '45']#T13.8L72.0
['2021', '06', '01', '08', '25', '45']#T14.3L70.0
['2021', '06', '01', '08', '35', '45']#T14.3L70.0
['2021', '06', '01', '08', '45', '45']#T14.7L69.0
['2021', '06', '01', '08', '55', '45']#T14.7L69.0
['2021', '06', '01', '09', '05', '45']#T15.1L68.0
['2021', '06', '01', '09', '15', '45']#T15.1L68.0
['2021', '06', '01', '09', '25', '45']#T16.1L65.0
['2021', '06', '01', '09', '35', '45']#T16.1L65.0
['2021', '06', '01', '09', '45', '45']#T16.7L63.0
['2021', '06', '01', '09', '55', '45']#T16.7L63.0
['2021', '06', '01', '10', '05', '46']#T17.1L61.0
['2021', '06', '01', '10', '15', '46']#T17.1L61.0
['2021', '06', '01', '10', '25', '46']#T17.7L57.0
['2021', '06', '01', '10', '35', '46']#T17.7L57.0
['2021', '06', '01', '10', '45', '46']#T18.2L57.0
['2021', '06', '01', '10', '55', '46']#T18.2L57.0
['2021', '06', '01', '11', '05', '46']#T18.6L55.0
['2021', '06', '01', '11', '15', '46']#T18.6L55.0
['2021', '06', '01', '11', '25', '46']#T18.6L56.0
['2021', '06', '01', '11', '35', '46']#T18.6L56.0
['2021', '06', '01', '11', '45', '46']#T18.9L55.0
['2021', '06', '01', '11', '55', '46']#T18.9L55.0
['2021', '06', '01', '12', '05', '46']#T19.3L54.0
['2021', '06', '01', '12', '15', '46']#T19.3L54.0
['2021', '06', '01', '12', '25', '46']#T19.5L54.0
['2021', '06', '01', '12', '35', '46']#T19.5L54.0
['2021', '06', '01', '12', '45', '46']#T19.8L52.0
['2021', '06', '01', '12', '55', '46']#T19.8L52.0
['2021', '06', '01', '13', '05', '46']#T19.9L53.0
['2021', '06', '01', '13', '15', '46']#T19.9L53.0
['2021', '06', '01', '13', '25', '46']#T19.8L53.0
['2021', '06', '01', '13', '35', '46']#T19.8L53.0
['2021', '06', '01', '13', '45', '46']#T20.0L54.0
['2021', '06', '01', '13', '55', '46']#T20.0L54.0
['2021', '06', '01', '14', '05', '46']#T20.1L55.0
['2021', '06', '01', '14', '15', '46']#T20.1L55.0
['2021', '06', '01', '14', '25', '46']#T20.3L54.0
['2021', '06', '01', '14', '35', '46']#T20.3L54.0
['2021', '06', '01', '14', '45', '47']#T20.4L53.0
['2021', '06', '01', '14', '55', '47']#T20.4L53.0
['2021', '06', '01', '15', '05', '47']#T21.0L50.0
['2021', '06', '01', '15', '15', '47']#T21.0L50.0
['2021', '06', '01', '15', '25', '47']#T21.8L50.0
['2021', '06', '01', '15', '35', '47']#T21.8L50.0
['2021', '06', '01', '15', '45', '47']#T22.1L49.0
['2021', '06', '01', '15', '55', '47']#T22.1L49.0
['2021', '06', '01', '16', '05', '47']#T22.0L49.0
['2021', '06', '01', '16', '15', '47']#T22.0L49.0
['2021', '06', '01', '16', '25', '47']#T21.7L49.0
['2021', '06', '01', '16', '35', '47']#T21.7L49.0
['2021', '06', '01', '16', '45', '47']#T21.9L50.0
['2021', '06', '01', '16', '55', '47']#T21.9L50.0
['2021', '06', '01', '17', '05', '47']#T22.3L51.0
['2021', '06', '01', '17', '15', '47']#T22.3L51.0
['2021', '06', '01', '17', '25', '47']#T22.3L50.0
['2021', '06', '01', '17', '35', '47']#T22.3L50.0
['2021', '06', '01', '17', '45', '47']#T22.3L50.0
['2021', '06', '01', '17', '55', '47']#T22.3L50.0
['2021', '06', '01', '18', '05', '47']#T21.8L50.0
['2021', '06', '01', '18', '15', '47']#T21.8L50.0
['2021', '06', '01', '18', '25', '47']#T21.6L50.0
['2021', '06', '01', '18', '35', '47']#T21.6L50.0
['2021', '06', '01', '18', '45', '47']#T19.7L53.0
['2021', '06', '01', '18', '55', '47']#T19.7L53.0
['2021', '06', '01', '19', '05', '48']#T16.8L68.0
['2021', '06', '01', '19', '15', '48']#T16.8L68.0
['2021', '06', '01', '19', '25', '48']#T16.3L70.0
['2021', '06', '01', '19', '35', '48']#T16.3L70.0
['2021', '06', '01', '19', '45', '48']#T16.4L71.0
['2021', '06', '01', '19', '55', '48']#T16.4L71.0
['2021', '06', '01', '20', '05', '48']#T16.0L73.0
['2021', '06', '01', '20', '15', '48']#T16.0L73.0
['2021', '06', '01', '20', '25', '48']#T15.6L73.0
['2021', '06', '01', '20', '35', '48']#T15.6L73.0
['2021', '06', '01', '20', '45', '48']#T15.5L73.0
['2021', '06', '01', '20', '55', '48']#T15.5L73.0
['2021', '06', '01', '21', '05', '48']#T15.4L73.0
['2021', '06', '01', '21', '15', '48']#T15.4L73.0
['2021', '06', '01', '21', '25', '48']#T15.0L76.0
['2021', '06', '01', '21', '35', '48']#T15.0L76.0
['2021', '06', '01', '21', '45', '48']#T14.9L77.0
['2021', '06', '01', '21', '55', '48']#T14.9L77.0
['2021', '06', '01', '22', '05', '48']#T14.5L79.0
['2021', '06', '01', '22', '15', '48']#T14.5L79.0
['2021', '06', '01', '22', '25', '48']#T14.5L80.0
['2021', '06', '01', '22', '35', '48']#T14.5L80.0
['2021', '06', '01', '22', '45', '48']#T14.5L79.0
['2021', '06', '01', '22', '55', '48']#T14.5L79.0
['2021', '06', '01', '23', '05', '48']#T14.3L80.0
['2021', '06', '01', '23', '15', '48']#T14.3L80.0
['2021', '06', '01', '23', '25', '48']#T14.2L81.0
['2021', '06', '01', '23', '35', '48']#T14.2L81.0
['2021', '06', '01', '23', '45', '49']#T14.0L83.0
['2021', '06', '01', '23', '55', '49']#T14.0L83.0
['2021', '06', '02', '00', '05', '49']#T13.8L83.0
['2021', '06', '02', '00', '15', '49']#T13.8L83.0
['2021', '06', '02', '00', '25', '49']#T13.6L84.00001
['2021', '06', '02', '00', '35', '49']#T13.6L84.00001
['2021', '06', '02', '00', '45', '49']#T13.5L84.00001
['2021', '06', '02', '00', '55', '49']#T13.5L84.00001
['2021', '06', '02', '01', '05', '49']#T13.2L85.0
['2021', '06', '02', '01', '15', '49']#T13.2L85.0
['2021', '06', '02', '01', '25', '49']#T13.1L85.0
['2021', '06', '02', '01', '35', '49']#T13.1L85.0
['2021', '06', '02', '01', '45', '49']#T12.9L85.0
['2021', '06', '02', '01', '55', '49']#T12.9L85.0
['2021', '06', '02', '02', '05', '49']#T12.7L85.0
['2021', '06', '02', '02', '15', '49']#T12.7L85.0
['2021', '06', '02', '02', '25', '49']#T12.5L85.0
['2021', '06', '02', '02', '35', '49']#T12.5L85.0
['2021', '06', '02', '02', '45', '49']#T12.2L86.0
['2021', '06', '02', '02', '55', '49']#T12.2L86.0
['2021', '06', '02', '03', '05', '49']#T12.0L87.0
['2021', '06', '02', '03', '15', '49']#T12.0L87.0
['2021', '06', '02', '03', '25', '49']#T12.0L87.0
['2021', '06', '02', '03', '35', '49']#T12.0L87.0
['2021', '06', '02', '03', '45', '49']#T11.6L87.0
['2021', '06', '02', '03', '55', '49']#T11.6L87.0
['2021', '06', '02', '04', '05', '49']#T11.7L87.0
['2021', '06', '02', '04', '15', '49']#T11.7L87.0
['2021', '06', '02', '04', '25', '50']#T11.8L87.0
['2021', '06', '02', '04', '35', '50']#T11.8L87.0
['2021', '06', '02', '04', '45', '50']#T11.8L87.0
['2021', '06', '02', '04', '55', '50']#T11.8L87.0
['2021', '06', '02', '05', '05', '50']#T12.1L88.0
['2021', '06', '02', '05', '15', '50']#T12.1L88.0
['2021', '06', '02', '05', '25', '50']#T12.8L85.0
['2021', '06', '02', '05', '35', '50']#T12.8L85.0
['2021', '06', '02', '05', '45', '50']#T13.0L85.0
['2021', '06', '02', '05', '55', '50']#T13.0L85.0
['2021', '06', '02', '06', '05', '50']#T13.4L83.0
['2021', '06', '02', '06', '15', '50']#T13.4L83.0
['2021', '06', '02', '06', '25', '50']#T13.6L82.0
['2021', '06', '02', '06', '35', '50']#T13.6L82.0
['2021', '06', '02', '06', '45', '50']#T13.9L81.0
['2021', '06', '02', '06', '55', '50']#T13.9L81.0
['2021', '06', '02', '07', '05', '50']#T14.0L81.0
['2021', '06', '02', '07', '15', '50']#T14.0L81.0
['2021', '06', '02', '07', '25', '50']#T14.3L80.0
['2021', '06', '02', '07', '35', '50']#T14.3L80.0
['2021', '06', '02', '07', '45', '50']#T14.7L79.0
['2021', '06', '02', '07', '55', '50']#T14.7L79.0
['2021', '06', '02', '08', '05', '50']#T15.3L77.0
['2021', '06', '02', '08', '15', '50']#T15.3L77.0
['2021', '06', '02', '08', '25', '50']#T16.3L76.0
['2021', '06', '02', '08', '35', '50']#T16.3L76.0
['2021', '06', '02', '08', '45', '51']#T17.0L74.0
['2021', '06', '02', '08', '55', '51']#T17.0L74.0
['2021', '06', '02', '09', '05', '51']#T17.3L73.0
['2021', '06', '02', '09', '15', '51']#T17.3L73.0
['2021', '06', '02', '09', '25', '51']#T17.6L72.0
['2021', '06', '02', '09', '35', '51']#T17.6L72.0
['2021', '06', '02', '09', '45', '51']#T18.3L75.0
['2021', '06', '02', '09', '55', '51']#T18.3L75.0
['2021', '06', '02', '10', '05', '51']#T18.5L75.0
['2021', '06', '02', '10', '15', '51']#T18.5L75.0
['2021', '06', '02', '10', '25', '51']#T18.8L74.0
['2021', '06', '02', '10', '35', '51']#T18.8L74.0
['2021', '06', '02', '10', '45', '51']#T19.0L72.0
['2021', '06', '02', '10', '55', '51']#T19.0L72.0
['2021', '06', '02', '11', '05', '51']#T19.4L72.0
['2021', '06', '02', '11', '15', '51']#T19.4L72.0
['2021', '06', '02', '11', '25', '51']#T19.9L70.0
['2021', '06', '02', '11', '35', '51']#T19.9L70.0
['2021', '06', '02', '11', '45', '51']#T20.5L68.0
['2021', '06', '02', '11', '55', '51']#T20.5L68.0
['2021', '06', '02', '12', '05', '51']#T21.0L66.0
['2021', '06', '02', '12', '15', '51']#T21.0L66.0
['2021', '06', '02', '12', '25', '51']#T21.6L65.0
['2021', '06', '02', '12', '35', '51']#T21.6L65.0
['2021', '06', '02', '14', '06', '03']#T23.3L54.0
['2021', '06', '02', '14', '16', '03']#T23.3L54.0
['2021', '06', '02', '14', '26', '03']#T23.2L55.0
['2021', '06', '02', '14', '36', '03']#T23.2L55.0
['2021', '06', '02', '14', '46', '03']#T23.2L52.0
['2021', '06', '02', '14', '56', '03']#T23.2L52.0
['2021', '06', '02', '15', '06', '03']#T23.1L53.0
['2021', '06', '02', '15', '16', '03']#T23.1L53.0
['2021', '06', '02', '15', '26', '03']#T23.3L53.0
['2021', '06', '02', '15', '36', '03']#T23.3L53.0
['2021', '06', '02', '15', '46', '04']#T23.5L51.0
['2021', '06', '02', '15', '56', '04']#T23.5L51.0
['2021', '06', '02', '16', '06', '04']#T23.1L53.0
['2021', '06', '02', '16', '16', '04']#T23.1L53.0
['2021', '06', '02', '16', '26', '04']#T23.3L52.0
['2021', '06', '02', '16', '36', '04']#T23.3L52.0
['2021', '06', '02', '16', '46', '04']#T23.1L52.0
['2021', '06', '02', '16', '56', '04']#T23.1L52.0
['2021', '06', '02', '17', '06', '04']#T23.0L52.0
['2021', '06', '02', '17', '16', '04']#T23.0L52.0
['2021', '06', '02', '17', '26', '04']#T23.7L51.0
['2021', '06', '02', '17', '36', '04']#T23.7L51.0
['2021', '06', '02', '17', '46', '04']#T23.5L50.0
['2021', '06', '02', '17', '56', '04']#T23.5L50.0
['2021', '06', '02', '18', '06', '04']#T23.0L52.0
['2021', '06', '02', '18', '16', '04']#T23.0L52.0
['2021', '06', '02', '18', '26', '04']#T22.4L54.0
['2021', '06', '02', '18', '36', '04']#T22.4L54.0
['2021', '06', '02', '18', '46', '04']#T22.0L54.0
['2021', '06', '02', '18', '56', '04']#T22.0L54.0
['2021', '06', '02', '19', '06', '04']#T21.9L55.0
['2021', '06', '02', '19', '16', '04']#T21.9L55.0
['2021', '06', '02', '19', '26', '04']#T21.9L55.0
['2021', '06', '02', '19', '36', '04']#T21.9L55.0
['2021', '06', '02', '19', '46', '04']#T21.4L55.0
['2021', '06', '02', '19', '56', '04']#T21.4L55.0
['2021', '06', '02', '20', '06', '05']#T21.2L56.0
['2021', '06', '02', '20', '16', '05']#T21.2L56.0
['2021', '06', '02', '20', '26', '05']#T20.8L57.0
['2021', '06', '02', '20', '36', '05']#T20.8L57.0
['2021', '06', '02', '20', '46', '05']#T20.3L58.0
['2021', '06', '02', '20', '56', '05']#T20.3L58.0
['2021', '06', '02', '21', '06', '05']#T19.9L59.0
['2021', '06', '02', '21', '16', '05']#T19.9L59.0
['2021', '06', '02', '21', '26', '05']#T19.4L61.0
['2021', '06', '02', '21', '36', '05']#T19.4L61.0
['2021', '06', '02', '21', '46', '05']#T19.0L62.0
['2021', '06', '02', '21', '56', '05']#T19.0L62.0
['2021', '06', '02', '22', '06', '05']#T18.5L64.0
['2021', '06', '02', '22', '16', '05']#T18.5L64.0
['2021', '06', '02', '22', '26', '05']#T17.5L66.0
['2021', '06', '02', '22', '36', '05']#T17.5L66.0
['2021', '06', '02', '22', '46', '05']#T16.7L68.0
['2021', '06', '02', '22', '56', '05']#T16.7L68.0
['2021', '06', '02', '23', '06', '05']#T16.1L70.0
['2021', '06', '02', '23', '16', '05']#T16.1L70.0
['2021', '06', '02', '23', '26', '05']#T15.5L71.0
['2021', '06', '02', '23', '36', '05']#T15.5L71.0
['2021', '06', '02', '23', '46', '05']#T15.0L72.0
['2021', '06', '02', '23', '56', '05']#T15.0L72.0
['2021', '06', '03', '00', '06', '05']#T14.7L73.0
['2021', '06', '03', '00', '16', '05']#T14.7L73.0
['2021', '06', '03', '00', '26', '05']#T14.5L75.0
['2021', '06', '03', '00', '36', '05']#T14.5L75.0
['2021', '06', '03', '00', '46', '06']#T14.0L76.0
['2021', '06', '03', '00', '56', '06']#T14.0L76.0
['2021', '06', '03', '01', '06', '06']#T13.9L76.0
['2021', '06', '03', '01', '16', '06']#T13.9L76.0
['2021', '06', '03', '01', '26', '06']#T13.8L77.0
['2021', '06', '03', '01', '36', '06']#T13.8L77.0
['2021', '06', '03', '01', '46', '06']#T13.5L78.0
['2021', '06', '03', '01', '56', '06']#T13.5L78.0
['2021', '06', '03', '02', '06', '06']#T13.1L79.0
['2021', '06', '03', '02', '16', '06']#T13.1L79.0
['2021', '06', '03', '02', '26', '06']#T12.8L79.0
['2021', '06', '03', '02', '36', '06']#T12.8L79.0
['2021', '06', '03', '02', '46', '06']#T12.7L79.0
['2021', '06', '03', '02', '56', '06']#T12.7L79.0
['2021', '06', '03', '03', '06', '06']#T12.6L80.0
['2021', '06', '03', '03', '16', '06']#T12.6L80.0
['2021', '06', '03', '03', '26', '06']#T12.4L81.0
['2021', '06', '03', '03', '36', '06']#T12.4L81.0
['2021', '06', '03', '03', '46', '06']#T12.1L81.0
['2021', '06', '03', '03', '56', '06']#T12.1L81.0
['2021', '06', '03', '04', '06', '06']#T11.9L81.0
['2021', '06', '03', '04', '16', '06']#T11.9L81.0
['2021', '06', '03', '04', '26', '06']#T11.8L81.0
['2021', '06', '03', '04', '36', '06']#T11.8L81.0
['2021', '06', '03', '04', '46', '06']#T11.5L82.0
['2021', '06', '03', '04', '56', '06']#T11.5L82.0
['2021', '06', '03', '05', '06', '07']#T11.5L82.0
['2021', '06', '03', '05', '16', '06']#T11.5L82.0
['2021', '06', '03', '05', '26', '07']#T11.5L82.0
['2021', '06', '03', '05', '36', '07']#T11.5L82.0
['2021', '06', '03', '05', '46', '07']#T11.7L82.0
['2021', '06', '03', '05', '56', '07']#T11.7L82.0
['2021', '06', '03', '06', '06', '07']#T12.1L82.0
['2021', '06', '03', '06', '16', '07']#T12.1L82.0
['2021', '06', '03', '06', '26', '07']#T12.4L81.0
['2021', '06', '03', '06', '36', '07']#T12.4L81.0
['2021', '06', '03', '06', '46', '07']#T12.8L81.0
['2021', '06', '03', '06', '56', '07']#T12.8L81.0
['2021', '06', '03', '07', '06', '07']#T13.6L80.0
['2021', '06', '03', '07', '16', '07']#T13.6L80.0
['2021', '06', '03', '07', '26', '07']#T14.5L77.0
['2021', '06', '03', '07', '36', '07']#T14.5L77.0
['2021', '06', '03', '07', '46', '07']#T15.9L72.0
['2021', '06', '03', '07', '56', '07']#T15.9L72.0
['2021', '06', '03', '08', '06', '07']#T16.7L69.0
['2021', '06', '03', '08', '16', '07']#T16.7L69.0
['2021', '06', '03', '08', '26', '07']#T17.4L67.0
['2021', '06', '03', '08', '36', '07']#T17.4L67.0
['2021', '06', '03', '08', '46', '07']#T18.0L66.0
['2021', '06', '03', '08', '56', '07']#T18.0L66.0
['2021', '06', '03', '09', '06', '07']#T18.6L64.0
['2021', '06', '03', '09', '16', '07']#T18.6L64.0
